GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
0500000US41047,41047,"Marion County, Oregon",78306,946,37154,918,24161,873,22976,834,20867,858,14652,805,13489,753,1163,230,6215,538,2109,331,1749,292,1393,252,356,141,360,145,1185,245,841,201,692,179,149,98,344,125,12993,791,3223,394,2939,377,2570,366,369,135,284,147,9770,708,7756,601,6559,498,1197,260,2014,311,41152,805,33317,809,19071,783,17338,744,12374,638,11690,628,684,188,4964,461,1733,236,1175,222,1017,197,158,98,558,162,14204,532,3992,391,3836,392,156,77,10212,513,7835,585,2767,358,2170,350,1823,321,347,141,597,144,5068,474,2940,384,2636,358,304,128,2128,329
0500000US41049,41049,"Morrow County, Oregon",2811,174,1286,134,877,126,819,121,800,121,497,109,477,111,20,22,303,89,19,22,16,21,16,21,0,19,3,5,58,48,31,35,31,35,0,19,27,24,409,102,139,57,120,55,79,48,41,37,19,22,270,77,213,70,186,64,27,25,57,38,1525,126,1303,110,806,128,793,129,484,110,467,111,17,21,309,93,13,13,13,13,13,13,0,19,0,19,497,78,174,60,174,60,0,19,323,61,222,78,71,55,56,53,32,31,24,38,15,16,151,62,104,56,88,50,16,24,47,28
0500000US41051,41051,"Multnomah County, Oregon",166106,2192,76197,1450,50801,1405,47771,1454,45379,1455,31787,1156,30085,1158,1702,284,13592,894,2392,308,1666,259,1472,245,194,65,726,194,2992,331,2154,306,2098,309,56,47,838,220,25396,1139,6274,617,5743,600,4826,514,917,264,531,147,19122,878,15101,811,13294,843,1807,326,4021,467,89909,1698,69560,1393,46709,1215,43757,1162,33568,1093,31740,1048,1828,306,10189,609,2952,342,2473,338,2098,305,375,127,479,114,22759,810,7438,463,7075,459,363,123,15321,696,20349,928,6387,541,4317,476,3826,453,491,167,2070,285,13962,757,8232,614,7546,570,686,167,5730,428
0500000US41053,41053,"Polk County, Oregon",19535,530,8072,450,5899,388,5446,396,5116,394,3358,362,3093,324,265,148,1758,271,330,115,261,104,215,94,46,31,69,43,453,146,322,136,293,124,29,41,131,85,2173,308,555,168,522,174,379,146,143,102,33,56,1618,314,1324,296,1173,264,151,105,294,128,11463,442,9678,429,5384,430,4974,402,4030,379,3749,347,281,115,944,178,410,127,278,104,267,104,11,12,132,85,4262,313,1026,259,1006,258,20,31,3236,214,1785,266,591,173,326,138,275,133,51,39,265,110,1194,218,557,158,557,158,0,28,637,155
0500000US41055,41055,"Sherman County, Oregon",484,47,163,32,115,28,113,28,108,27,92,27,77,27,15,12,16,11,5,5,2,5,0,12,2,5,3,4,2,3,0,12,0,12,0,12,2,3,48,19,13,13,13,13,10,13,3,4,0,12,35,16,23,12,19,11,4,6,12,10,321,42,291,40,156,33,152,33,107,32,105,32,2,3,45,16,4,4,3,4,3,4,0,12,1,2,135,26,15,9,13,9,2,3,120,25,30,12,9,7,9,7,6,6,3,4,0,12,21,10,5,4,5,4,0,12,16,9
0500000US41057,41057,"Tillamook County, Oregon",6575,305,2257,208,1518,181,1432,181,1381,180,945,175,934,172,11,15,436,148,51,36,41,34,27,28,14,19,10,15,86,49,84,49,84,49,0,22,2,3,739,178,237,95,217,91,202,87,15,18,20,22,502,149,402,143,402,143,0,22,100,55,4318,258,3729,220,1713,181,1551,160,1097,160,1064,151,33,37,454,109,162,85,155,85,116,78,39,35,7,7,2016,185,414,103,398,99,16,15,1602,152,589,141,200,85,72,43,72,43,0,22,128,75,389,111,182,75,157,73,25,25,207,76
0500000US41059,41059,"Umatilla County, Oregon",18424,438,8582,358,5230,384,4974,382,4821,386,3543,357,3340,337,203,91,1278,225,153,90,103,72,64,40,39,61,50,53,256,102,165,93,165,93,0,28,91,59,3352,423,840,216,805,211,736,192,69,63,35,38,2512,366,1972,384,1649,313,323,162,540,180,9842,391,8005,378,4630,347,4377,313,3055,276,2952,270,103,52,1322,192,253,102,146,76,87,54,59,58,107,72,3375,253,938,198,890,189,48,36,2437,221,1837,289,668,153,531,140,521,141,10,11,137,58,1169,221,725,176,678,166,47,53,444,133
0500000US41061,41061,"Union County, Oregon",6763,255,2776,183,1893,181,1750,183,1658,181,1122,169,1078,168,44,33,536,99,92,57,77,56,39,29,38,51,15,13,143,54,90,43,80,40,10,10,53,32,883,166,292,94,256,93,209,92,47,40,36,35,591,130,441,134,345,122,96,50,150,64,3987,199,3572,224,1858,173,1775,172,1211,141,1186,142,25,21,564,119,83,38,65,37,48,31,17,17,18,12,1706,151,367,73,355,72,12,11,1339,139,415,124,186,96,92,58,79,55,13,15,94,62,229,61,96,39,79,37,17,19,133,54
0500000US41063,41063,"Wallowa County, Oregon",1847,150,553,86,326,65,287,57,269,54,217,49,216,49,1,3,52,26,18,21,0,17,0,17,0,17,18,21,39,26,19,17,19,17,0,17,20,16,227,70,20,18,20,18,13,14,7,12,0,17,207,69,187,69,183,68,4,7,20,20,1294,121,1178,120,617,108,541,101,414,86,411,85,3,5,127,46,76,35,38,24,20,13,18,20,38,33,561,93,160,54,160,54,0,17,401,89,116,40,34,23,18,17,18,17,0,17,16,18,82,33,40,26,21,16,19,21,42,20
0500000US41065,41065,"Wasco County, Oregon",6484,341,2359,246,1487,181,1420,168,1314,188,1026,162,960,151,66,44,288,91,106,85,64,53,64,53,0,22,42,61,67,43,28,22,26,21,2,4,39,36,872,180,200,82,180,76,178,77,2,4,20,23,672,165,508,137,435,124,73,72,164,85,4125,250,3493,217,2033,188,1901,183,1300,191,1283,191,17,19,601,119,132,55,97,47,68,33,29,29,35,31,1460,161,273,87,273,87,0,22,1187,144,632,152,163,67,77,45,65,41,12,15,86,47,469,130,325,111,265,95,60,53,144,59
0500000US41067,41067,"Washington County, Oregon",135468,1304,67135,1128,50630,1220,48737,1161,46633,1227,30955,1079,28496,1048,2459,354,15678,877,2104,344,1603,278,1520,271,83,62,501,184,1864,276,1373,234,1263,222,110,69,491,130,16505,965,4232,553,3895,535,3315,482,580,193,337,153,12273,851,10697,774,9852,770,845,213,1576,302,68333,1206,56110,1184,38742,1089,36264,1049,25708,917,24235,986,1473,297,10556,608,2478,317,1949,288,1682,273,267,100,529,139,17341,649,5115,457,4810,451,305,97,12226,488,12223,799,4151,526,3292,452,2907,412,385,149,859,199,8072,547,5079,453,4716,436,363,125,2993,341
0500000US41069,41069,"Wheeler County, Oregon",410,41,83,23,56,19,56,19,54,20,40,18,40,18,0,12,14,10,2,3,0,12,0,12,0,12,2,3,0,12,0,12,0,12,0,12,0,12,27,16,10,9,10,9,10,9,0,12,0,12,17,13,17,13,10,10,7,10,0,12,327,37,303,37,167,36,137,34,89,24,89,24,0,12,48,19,30,21,26,19,17,17,9,10,4,6,136,26,34,16,34,16,0,12,102,20,24,14,8,12,8,12,8,12,0,12,0,12,16,9,7,8,7,8,0,12,9,5
0500000US41071,41071,"Yamhill County, Oregon",24954,680,11069,612,8013,492,7458,464,6759,433,4959,384,4790,377,169,63,1800,274,699,220,387,123,368,119,19,20,312,192,555,193,340,141,315,138,25,28,215,111,3056,386,925,246,847,252,732,222,115,88,78,65,2131,314,1619,289,1513,280,106,72,512,154,13885,492,11578,432,6815,380,6267,382,4731,380,4498,373,233,87,1536,248,548,144,400,111,302,95,98,67,148,71,4756,307,1298,205,1239,204,59,42,3458,262,2307,308,785,200,603,183,493,162,110,81,182,77,1522,233,807,155,768,149,39,38,715,156
